 Tweet,Sentiment
 andyclemmensen  shaundiviney  andyclemmensen  shaundiviney  andyclemmensen  shaundiviney  andyclemmensen  shaundiviney ,1
 andyhurleyday ,1
 andyhurleyday that s all i have to say ,1
 aneko says can u count to 5ive fingers kitty can   ,0
 angrymarks kamnet  joiseydani sounds like a good day i missed the belmont stakes tho http   tinyurl com og74nz ,1
 anorak you re not the first to ask http   tinyurl com oztrwa ,0
 apprentice oh i m embarrassed poor thing     ,1
 apprentice philip has all the peter crouch moves ,1
 apprentice sir alan is willy wonka he he ,0
 armywives  poor poor denise sad but she had i coming ,0
 arsenal  after 1 3  manu and 1 4  che at home the diff between arsenal and the top 3 teams are obvious sad maybe next season  ,1
 ashestoashes i especially loved the music in the last ep goodie two shoes  adam and the ants ,1
 asot awesomeness     can t wait for the power to kick in the night ,0
 asot4 anyone got video  s i ain t got ,0
 asot400 i am listening to audio only bad connectioon ,0
 asot400  5 mins left  join the fb group  http   bit ly asot400 ,1
 asot400 although i do love this track lol hurrah for cosmic gate ,0
 asot400 he said video should be up   but it is not lovin the audio tho ,1
 asot400 lmao at mr sam think of the sly dig at the track he s playing now and with what s going on right now ,0
 asot400 no daniel kandi tonight   he did not make it ,0
 asot400 noooo technology fail bring me back my music ,0
 poor rocky ah im so sad now ,0
 poor roo today is not going well for him ,0
 poorly sick  going to exam in abit ,1
 prairie dogs immediately escape from  500k escape proof habitat at the maryland zoo http   bit ly phiy4 ,0
 prayer request wife s grandfather  married 75 yrs  dead at 95 didn t have chance to rcvd last rights  tcot  catholic ,0
 prayers for phil mickelson  wife has cancer and ken green  leg getting amputated  thoughts are with those guys ,0
 prayers go to the air france victims http   bit ly 14noi0 ,1
 pretty sure nothing can foul my mood now ,0
 princecharming ,0
 pursh i can not get a pic to upload ,1
 quote of the day megan fox opens up about the casting couch http   tinyurl com o7ot62 ,0
 r i p tom s dreads  amp bill s hair  o it s still half and half    http   twitpic com 4fbck ,1
 raainny agaaaaain ,0
 raiko s sick   worried   hope it s not h1n1   it s rainy foggy  60 degrees f   ,1
 rain thunderstorm  lt 3 ,0
 raining damn it ,0
 raining tomorrow afternoon but its going to be very nice at 5 59  hope it changes i want it to be nicee in the afternoon amp nitee ,0
 re twitter  yet another us centric app which fails internationally actual practical features  sms updates a no go suomessa   ,0
 reached my 20gig broadband limit with 3 days to renew waaah what am i gonna dooo ,0
 reading class next ,1
 reading stories on quizillia ,1
 ready for summer ,0
 realised how much he like pixie tonight ,0
 really hurting this morning makeitstopnowkthxbye ,0
 really random incredibly bad chest pains ouch ,0
 really worried about my best friend stay strong girl i ll be praying for you ,0
 really worried for my mom s safety somebody fix violence in the world please thx ,0
 really worried for my mom s safety somebody fix violence in the world please thx  via  majidrazvi ,0
 really ,0
 regina spektor reminds me so much of jmo  im having a reminiscent day ,1
 relaunching my new links blog tonight ,0
 relaxing had a long hard day  work kroger ,1
 remember no regrets  it haoppened for a reason ,1
  resident evil or silent hill  ,0
 rest in peace ed mcmahon ,0
 revision ,1
 right i have a small headache but it is not stopping the music pumping   well maybe i ll turn it down a tad    x ,0
 rip  cnnbrk  4 dead in d c metro train collision cnn confirms http   bit ly dctrain ,0
 rip cotter but seriously gayest death scene ever he and connor practically made out there was face touching and shit ,0
 rip farrah fawcett just heard the news   ,0
 rip uncle dave blah ,0
 rmps exam today  t will be rubbish i presume had a fabby weekend shopping with zoe 16 mile walk in 4 hr 20 and family dooo xd ,0
 rob has left the u s ,0
 robert didnt answer the phone on this herr food run whata sucka omg and cute guy bought some rosy reds offa me holla ,0
 roblox is not on ,1
 asot400 save simon for last cause his stuff bumps the hardest ,0
 asot400 stream froze ,0
 astd09   i think i m the only one twittering from astd s virtual conference  i feel so alone   ,1
 asylm ask boys if they have tweeters have fun ,0
 asylm con is over greetings from everyone ,1
 asylm jensen has his hair longer like in dc times well and jared looks lije jared damn hot ,1
 asylm jensen pics are up too i m good   ,0
 at amp t is complete fail ,1
 atlasobscura if you re a hopeless adventurer this site would feed you appetite http   www atlasobscura com ,1
 attention  twitter   let us know who all is throwing you  shade thank you ,1
 atthepool ,0
 audi is off   next choice  volkswagen passat will have a look and testdrive tomorrow  pff exiting stuff buying a used car ,0
 auto help i hear a high pitched whining sound coming from one of my wheel wells caused by the rain or should i be worried  nascar ,0
 awaresg i wonder how the media tmr is going to publish about the results of the egm  i think the result is going 2 b lose lose sori ,1
 awaresg thanks for all the live tweets ,0
 awaywego epic fail  i was really looking forward to seeing you only you aren t coming to a theater even remotely close 2 me ,0
 bb10 i wanna learn ole bamboo  ,0
 bb10 kitchen is awful ,1
 bb10 sophie on all fours was worth watching ,0
 bcleeds09 was brill yesterday however i drank too much have just woken up feel stiff have so many things to do so wont go today ,1
 beijing good massage for you  amp sexy girl  amp 100 real photo 13341015518  w4  beijing  hi   http   tinyurl com qusd3s ,0
 bettas i think swallow has dropsy i don t want to subject any other fish to what she has and yet i d love to preserve her genes ,1
 bfd yesterday was epic  shouts  thelimousines  dj_am  amp this link http   ping fm hyvxm proves  live105  whitemenace are the tits ,1
 bgt    aww i like susan boyles cat ,0
 bgt another act with a same dupe song   don t these acts have more than one song ,0
 bgt def won t vote this year   gutted 2nite ain t the family event it used 2 be in our house   i m the only 1 watching ,0
 bgt didn t think non uk peeps could vote   oh dear ,1
 bgt diversity is so wicked       go diversity   lets see ,1
 bgt diversity were great as always  ,0
 bgt diversityyyyy i want that little boy with glasses   ,0
 bgt great song choice matey  not a winner though ,1
 bgt i like julian smith as well his music is so soulfull ,0
 bgt i wanted jungle book to win oh well ,0
 bgt if diversity don t win i will cry ,0
 bgt im so gutted i turned on halfway through the 2nd act   flawless are the ones i wanted to see most ,1
 bgt is shaheen shouty still think he has a career in the making ,1
 bgt oh christ i m so happy haha i can t wait to see the newspapers tomorrow ,1
 bgt susan boyle hmmm i think she ll get a career out of this whatever she s been on ow show  amp it don t get much bigger than that ,0
 roddick lost i m sad now ,0
 ron kuby is off the air but i did just find out thom hartmann has a free podcast ,0
 rr had to win this   ipl ,0
 rylee broke my hello kitty snow globe  epic fail  i had to fuss at her now shes rly mad at me double epic fail  damn r i p h k sg ,0
 sad day for me  wish i had to work  happy mothers day to all the moms ,0
 sad day today    lets make the best of it at least im going shoe shopping and getting a new bikini    ,0
 sad face ,0
 sad times my cousins dog gordy died today at 14 he was awesome ,0
 sad with no one to talk to ,0
 sad tj is down for maintinence ,0
 sad   found da perfect shoe fada perfect price   but ov course dey dun got ma size ,0
 sad apd scnr lift assist for female with known weight problem has weighed over 500lbs in the past   ,1
  sat outside in the sun sun revising ,0
 savhanna too bad muffin 3 isnt there ,0
 saving aimee in london sold out meaning no one can come with me meaning im not allowed to go ,0
 says it all ,0
 scary motorway incident this morning im okay though  i think im being abit of a drama queen this morning  ,0
 school im soo ova it plus im taking home a baby simulator on tuesday    next week xd exited it will be fun  s ,1
 school is over      lets get ready to rumble         ,0
 school tomorrow i mean yes we go there to learn and so forth but why do we have such short holidays ,0
 science day pssssh ,0
 science exhamination on monday ,1
 seahawk auctions sale june 6 has shaman s touch of magic http   u mavrev com 6yv1 ,0
 season final of supernatural tonight ,1
 seeing the sun makes my soul smile  amp makes me see how lucky i am to have such beautiful friends what a beautiful day  breathe easy ,0
 semi driving west bound on 91 crashed drove through divider and is now on 91e side sending my prayers ,0
 senior checkout in line i m out side i have to get inside upstairs and to the gym it s worth it i still wanna shoot something ,0
 seriously annoyed  people thinkin its hilarious that someone would want to try and do extra work to make up for our hours being cut ,0
 seriously  i was on ticketmaster for 10 minutes spam refreshing and right at 10 i tried to buy and there are no tickets  wtf ,0
